project_id,project_title,award_amount_m,award_holder_name,hrcs_health_category,inpmceurope,trialscientific,trialpubtype,trialidtype
11/15/04,Goal-oriented cognitive rehabilitation in early-stage Alzheimer's disease: multi-centre single-blind randomised controlled trial (GREAT),1.84906252,Professor Linda Clare,Neurological,TRUE,TRUE,TRUE,FALSE
11/106/01,Male synthetic sling versus Artificial urinary Sphincter Trial for men with urodynamic stress incontinence after prostate surgery: Evaluation by Randomised controlled trial (MASTER).,1.520397534,Professor Paul Abrams,Renal and Urogenital,TRUE,TRUE,TRUE,FALSE
11/107/01,"Willingness of clinicians and patients to randomise into a study comparing radio frequency ablation (RFA) with active surveillance, in the management of incidentally diagnosed small renal tumours: a feasibility study",0.3103365,Professor Naeem Soomro,Cancer and neoplasms,TRUE,TRUE,TRUE,FALSE
11/112/01,Reducing Arthritis Fatigue - clinical Teams using cognitive-behavioural approaches (RAFT),1.27196856,Professor Sarah Hewlett,Musculoskeletal,TRUE,TRUE,TRUE,FALSE
11/31/02,A multicentre double-blind randomised controlled trial to assess the clinical- and cost-effectiveness of facet-joint injections in selected patients with non-specific low back pain: A feasibility study,0.272659,Dr Vivek Mehta,Musculoskeletal,TRUE,TRUE,TRUE,TRUE
11/114/01,PRE-EMPT:  Preventing Recurrence of Endometriosis by Means of long acting Progestogen Therapy,1.7125847209999998,Professor Kevin Cooper,Reproductive Health and Childbirth,TRUE,TRUE,TRUE,TRUE
11/36/37,"Scaphoid Waist Internal Fixation for Fractures Trial (SWIFFT)
Cast treatment versus surgical fixation of fractures of the Scaphoid waist in adults: –a Multi-centre Randomised Controlled Trial",2.284684,Professor Joseph Dias,Injuries and Accidents,TRUE,TRUE,TRUE,TRUE
11/129/148,A multicentre randomiSed controlled TRial of IntraVEnous Immunoglobulin (IVIg) versus standard therapy for the treatment of transverse myelitis in adults and children (STRIVE trial),0.32329227,Dr Ming Lim,Neurological,TRUE,TRUE,TRUE,TRUE
11/46/23,Early estimation of pandemic influenza Antiviral and Vaccine Effectiveness (EAVE) - use of a unique community and laboratory national linked dataset,0.388759,Dr Colin Simpson,Infection,TRUE,FALSE,FALSE,FALSE
11/129/187,"Human papillomavirus infection: a randomised controlled trial of Imiquimod versus Podophyllotoxin, in combination with quadrivalent human papillomavirus vaccination in the treatment and prevention of recurrence of anogenital warts (HIPvac Trial)",1.233564918,Dr Richard Gilson,Infection,TRUE,TRUE,TRUE,TRUE
11/58/15,"A  randomised, double-blind placebo controlled trial of the effectiveness of low dose oral theophylline as an adjunct to inhaled corticosteroids  in preventing exacerbations of chronic obstructive pulmonary disease.",2.151722,Professor David Price,Respiratory,TRUE,TRUE,TRUE,TRUE
11/129/197,"A randomized clinical trial to compare early versus delayed treatment of superficial venous reflux in patients with chronic venous ulceration.

Early Venous Reflux Ablation (EVRA) ulcer trial",1.791340365,Professor Alun Davies,"Skin,Cardiovascular",TRUE,TRUE,TRUE,FALSE
11/60/01,Adaptation and feasibility study of a family and social network intervention for young people who misuse alcohol and drugs,0.528563,Professor Alex Copello,"Cancer and neoplasms,Cardiovascular,Oral and Gastrointestinal,Stroke",TRUE,TRUE,TRUE,FALSE
11/129/76,A double blind placebo-controlled randomised trial of the addition of the antidepressant mirtazapine for patients with depression in primary care who have not responded to at least 6 weeks of antidepressant treatment,2.05576623,Professor David Kessler,Mental Health,TRUE,TRUE,TRUE,TRUE
11/136/108,"Does short cycle antiretroviral therapy impact on inflammation, immune activation, thrombogenesis and CD4 cell dynamics?",0.06185,Dr Julia Kenny,Infection,TRUE,TRUE,TRUE,TRUE
11/65/01,Randomised controlled trial of silk therapeutic clothing for the long-term management of eczema in children (CLOTHES Trial: CLOTHing for the relief of Eczema Symptoms),0.988141,Professor Kim Thomas,Skin,TRUE,TRUE,TRUE,FALSE
11/70/01,"Does therapeutic writing help people with long term conditions? Systematic review, realist synthesis and economic modelling",0.16577055,Professor Stephanie Taylor,Generic Health Relevance,TRUE,TRUE,FALSE,FALSE
11/72/01,Antibiotic treatment for intermittent bladder catheterisation: A randomised controlled trial of once daily prophylaxis (The AnTIC study),1.67766929,Professor Robert Pickard,Infection,TRUE,TRUE,TRUE,TRUE
11/142/02,PHOTOdynamic versus white light-guided treatment of non-muscle invasive bladder cancer: A randomised trial of clinical and cost-effectiveness (The PHOTO Trial),2.3275847200000004,Professor Rakesh Heer,Cancer and neoplasms,TRUE,TRUE,TRUE,FALSE
11/146/01,Early versus delayed surgery for congenital hip dysplasia,0.37454994,Professor Nicholas Clarke,Musculoskeletal,TRUE,TRUE,TRUE,FALSE
11/148/01,"DeCoDer Trial
Debt Counselling for Depression in Primary Care: an Adaptive Randomised Controlled Trial.",0.958113197,Professor Mark Gabbay,Mental Health,TRUE,TRUE,TRUE,FALSE
12/01/38,Add-Aspirin Trial: A phase III double-blind placebo-controlled randomized trial assessing the addition of aspirin after standard primary therapy in early stage common solid tumours,3.86339071,Professor Ruth Langley,Cancer and neoplasms,TRUE,TRUE,TRUE,TRUE
12/127/12,Abdominal massage for neurogenic bowel dysfunction in people with multiple sclerosis (AMBER Abdominal Massage for Bowel Dysfunction Effectiveness Research),0.67852013,Professor Doreen McClurg,"Neurological,Oral and Gastrointestinal",TRUE,TRUE,TRUE,TRUE
12/127/134,"A pragmatic randomised controlled trial of intravenous levetiracetam versus intravenous phenytoin in terminating acute, prolonged tonic–clonic seizures including convulsive status epilepticus in children, the ‘EcLiPSE’ Study: Emergency treatment with Levetiracetam or Phenytoin in Status Epilepticus.",1.22532743,Dr Richard Appleton,Neurological,TRUE,TRUE,TRUE,TRUE
11/21/02,Can automated Diabetic Retinopathy Image Assessment softwares replace  one or more steps of manual imaging grading and is this cost-effective for the NHS Diabetic Eye Screening Programme?,0.30386935,Professor Adnan Tufail,"Eye,Metabolic and Endocrine",TRUE,FALSE,FALSE,FALSE
11/23/01,Diagnostic accuracy for the extent and activity of newly diagnosed and relapsed Crohn’s disease: Multicentre prospective comparison of magnetic resonance imaging and small bowel ultrasound,0.98826834,Professor Stuart Taylor,Oral and Gastrointestinal,TRUE,FALSE,TRUE,FALSE
11/26/05,RATULS: Robot Assisted Training for the Upper Limb after Stroke,2.75749235,Professor Helen Rodgers,"Musculoskeletal,Stroke",TRUE,TRUE,TRUE,FALSE
11/29/01,The relationship between refluxing pelvic veins and chronic pelvic pain in women,0.1898097,Professor Jane Daniels,Renal and Urogenital,TRUE,TRUE,FALSE,FALSE
12/144/04,What is the clinical effectiveness of hydrotherapy in maintaining physical function in people with Duchenne muscular dystrophy?,0.27742814,Dr Peter Baxter,Musculoskeletal,TRUE,TRUE,TRUE,FALSE
12/146/06,The NAtional Trial of Tonsillectomy IN Adults (NATTINA): a clinical and cost effectiveness study.,1.54430251,Professor Janet Wilson,Infection,TRUE,TRUE,TRUE,FALSE
12/150/04,Development and preliminary evaluation of an intervention package to support parents of excessively crying infants,0.51895987,Emeritus Professor Ian St James-Roberts,Mental Health,TRUE,TRUE,FALSE,FALSE
12/167/02,PREVenting infection using Antibiotic Impregnated Long lines (PREVAIL),1.63787567,Professor Sam Oddie/Professor Ruth Gilbert,Infection,TRUE,TRUE,TRUE,TRUE
11/33/03,Developing a multidisciplinary rehabilitation package following hip fracture. Acronym: Fracture in the Elderly Multidisciplinary Rehabilitation (FEMuR),0.5184295999999999,Professor Nefyn Williams,Injuries and Accidents,TRUE,TRUE,TRUE,FALSE
12/167/135,"A randomised controlled trial to examine the efficacy of e-cigarettes compared with nicotine replacement therapy, when used within the UK stop smoking service",0.962042,Professor Peter Hajek,"Stroke,Cancer and neoplasms,Cardiovascular,Respiratory",TRUE,TRUE,TRUE,TRUE
11/35/06,Risks and benefits of psychotropic medication in pregnancy,0.24276361,Professor Irene Petersen,Mental Health,TRUE,FALSE,FALSE,FALSE
11/36/16,The Low Risk DCIS (ductal carcinoma in situ) Trial,2.1022131,Dr Matthew Wallis,Cancer and neoplasms,TRUE,TRUE,TRUE,FALSE
11/36/29,Oral Versus Intravenous Antibiotics (OVIVA) for Bone and Joint Infection,0.93222,Dr Matthew Scarborough,Infection,TRUE,TRUE,TRUE,TRUE
12/186/01,Comparison of Alitretinoin with PUVA as the first line treatment in patients with severe chronic hand eczema,1.91977409,Dr Miriam Wittmann,Skin,TRUE,TRUE,TRUE,FALSE
12/194/01,Helping Families: The Systematic Development and Pilot Randomised Controlled Trial of a Psychoeducational Intervention for Parents with Personality Disorders,0.5186809,Dr Crispin Day,Mental Health,TRUE,TRUE,TRUE,FALSE
11/66/02,FRESH - Facilitating Return to work through Early Specialist Health-based interventions,0.5032952,Professor Kathryn Radford,Injuries and Accidents,TRUE,TRUE,TRUE,FALSE
12/201/02,"A randomised controlled trial of adalimumab injection compared with placebo injection for patients receiving physiotherapy treatment for sciatica.

Trial acronym: Sub-Cutaneous Injection of Adalimumab Trial compared with Control (SCIATiC)",0.5323684000000001,Professor Nefyn Williams,Musculoskeletal,TRUE,TRUE,TRUE,TRUE
11/67/01,Cancer And Venous Access (CAVA) – a randomised controlled trial with associated qualitative research of long term venous access devices for the delivery of chemotherapy:  Implantable venous access ports versus tunnelled central lines versus peripheral inserted central catheters.,1.020186,Professor Jon Moss,Cancer and neoplasms,TRUE,TRUE,TRUE,FALSE
11/71/03,Multicentre randomised trial of the effectiveness and cost-effectiveness of basic versus biofeedback-mediated intensive pelvic floor muscle training for female stress or mixed urinary incontinence (OPAL-Optimal PFMT for Adherence Long-term),2.0372145,Professor Suzanne Hagen,Renal and Urogenital,TRUE,TRUE,TRUE,TRUE
12/201/10,"Multi-centre randomised control trial comparing the clinical and cost effectiveness of trans-foraminal epidural steroid injection to surgical microdiscectomy for the treatment of chronic radicular pain secondary to prolapsed intervertebral disc herniation.(NErve Rootblock
VErsus Surgery: NERVES)",0.95955128,Mr Martin Wilby,Musculoskeletal,TRUE,TRUE,TRUE,TRUE
11/92/03,"A multicentre double-masked randomised non-inferiority clinical trial comparing the clinical and cost-effectiveness of intravitreal ranibizumab (Lucentis), aflibercept (Eylea) and bevacizumab (Avastin) for Macular Oedema due to Central Retinal Vein Occlusion (acronym: LEAVO)",2.416604,Mr Philip Hykin,Eye,TRUE,TRUE,TRUE,FALSE
11/94/01,A cluster randomised controlled trial of a behavioural change package to prevent hand dermatitis in nurses working in the National Health Service,1.422157905,Dr Ira Madan,Skin,TRUE,TRUE,TRUE,FALSE
12/01/50,Effects of weight management interventions on maternal and fetal outcomes in pregnancy: Individual patient data (IPD) meta analysis of randomised trials and model based economic evaluation,0.25314299,Professor Shakila Thangaratinam,Reproductive Health and Childbirth,TRUE,TRUE,FALSE,FALSE
12/01/52,Benefits of Aldosterone Receptor Antagonism in Chronic Kidney Disease (BARACK D) Trial,2.566242576,Professor Richard Hobbs,Renal and Urogenital,TRUE,TRUE,TRUE,TRUE
12/29/01,A pragmatic adaptive sequential placebo controlled randomised trial to determine the effectiveness of Glycerin trinitrate for retained placenta (Got-it trial),1.34112837,Professor Fiona Denison,Reproductive Health and Childbirth,TRUE,TRUE,TRUE,TRUE
12/127/126,Randomised placebo controlled trial of adrenaline for out of hospital cardiac arrest (Paramedic 2),2.742873089,Professor Gavin Perkins,Cardiovascular,TRUE,TRUE,TRUE,TRUE
12/35/29,Hughes Abdominal Repair Trial - abdominal wall closure technique to reduce incidence of incisional hernias: multi-centre pragmatic randomised trial,1.292432208,Professor Jared Torkington,"Oral and Gastrointestinal,Cancer and neoplasms",TRUE,TRUE,TRUE,FALSE
12/35/61,"Surgical drainage, irrigation, and fibrinolytic therapy (DRIFT) in premature infants with post-haemorrhagic ventricular dilatation: Brain function and structure at school age",0.28957903999999995,Dr Karen Luyt,"Mental Health,Neurological,Reproductive Health and Childbirth",TRUE,TRUE,TRUE,FALSE
12/35/64,A randomised controlled trial of adjunctive intraocular and periocular steroid  (triamcinolone acetonide) versus standard treatment in eyes undergoing vitreoretinal surgery for open globe trauma,1.207295,Professor David Charteris,Eye,TRUE,TRUE,TRUE,TRUE
12/137/05,Development of a culturally adapted weight management programme for children of Pakistani and Bangladeshi origin,0.52254831,Dr Miranda Pallan,"Cancer and neoplasms,Metabolic and Endocrine,Cardiovascular,Oral and Gastrointestinal,Stroke",TRUE,TRUE,TRUE,FALSE
12/167/95,Randomised controlled trial of improvisational music therapy for children with autism spectrum disorders: UK arm of the TIME-A study,0.44705629,Professor Mike Crawford,Mental Health,TRUE,TRUE,TRUE,TRUE
12/173/14,Radiation versus Observation following surgical resection of Atypical Meningioma: a randomised controlled trial (The ROAM trial).,1.369661,Professor Michael Jenkinson,Cancer and neoplasms,TRUE,TRUE,TRUE,TRUE
12/196/08,COmmunity Based Rehabilitation after Knee Arthroplasty (CORKA),1.56337659,Professor Karen Barker,Musculoskeletal,TRUE,TRUE,TRUE,FALSE
12/23/09,PrEscription of intraDialytic exercise to improve quAlity of Life (PEDAL Trial),1.38394354,Dr Sharlene Greenwood,Renal and Urogenital,TRUE,TRUE,TRUE,FALSE
12/26/01,Cognitive behavioural therapy vs standardised medical care for adults with Dissociative non-Epileptic Seizures: A multi-centre randomised controlled trial (CODES),2.00653661,Professor Laura Goldstein,"Neurological,Mental Health",TRUE,TRUE,TRUE,TRUE
13/04/22,An open randomised trial of the Arabin pessary to prevent preterm birth in twin pregnancy   - STOPPIT - 2,1.40792055,Professor Jane Norman,Reproductive Health and Childbirth,TRUE,TRUE,TRUE,TRUE
13/04/30,A Multicentre randomised trial to establish the effect (s) of routine administration of Fluoxetine in patients with a recent stroke,1.85930341,Professor Martin Dennis,Stroke,TRUE,TRUE,TRUE,TRUE
12/33/28,"A multi-centre, randomised, double blind, placebo-controlled, parallel group trial of the effectiveness of the nocturnal use of a Temperature Controlled Laminar Airflow (TLA) Device (Airsonett®) in adults with poorly-controlled, severe allergic asthma: the LASER trial",1.244830715,Professor Anoop Chauhan,Respiratory,TRUE,TRUE,TRUE,TRUE
12/35/23,A multicentre randomised controlled trial comparing laparoscopic supra-cervical hysterectomy with second generation endometrial ablation for the treatment of heavy menstrual bleeding (HEALTH),1.3050728,Professor Siladitya Bhattacharya,Reproductive Health and Childbirth,TRUE,TRUE,TRUE,FALSE
12/35/27,"Total Ankle Replacement Versus Ankle Arthrodesis (TARVA) trial: A pragmatic, randomised controlled trial to assess clinical and cost effectiveness, with an internal feasibility phase.",1.502425435,Mr Andrew Goldberg,Musculoskeletal,TRUE,TRUE,TRUE,TRUE
